cif,frekuensi sal_dplk,frekuensi pos,frekuensi trf,frekuensi antarbank,saldo
9154297478,NULL,NULL,NULL,2,22223387.000
9305093360,NULL,NULL,NULL,1,823940.000
9039761886,NULL,1,1,1,14478679.000
9102165264,NULL,1,1,2,997863.000
9045381657,NULL,NULL,NULL,7,112920329.000
9530144073,NULL,1,5,NULL,5220879.000
10118196393,NULL,1,NULL,NULL,2299316.000
9012829667,NULL,1,12,1,68549723.000
10232538319,NULL,NULL,1,NULL,12093938.000
9020924978,NULL,1,NULL,NULL,1741019.000
9501024359,NULL,2,NULL,NULL,1513604.000
9788314031,NULL,NULL,5,1,23848361.000
9393639241,NULL,1,NULL,NULL,8344301.000
9772720029,NULL,2,NULL,NULL,637674.000
9793110246,NULL,NULL,1,NULL,33767.000
9030489476,NULL,1,NULL,NULL,5634750.000
9007129420,NULL,1,NULL,NULL,2917023.000
9253899291,NULL,1,NULL,NULL,200622.000
9245086238,NULL,NULL,1,NULL,46958616.000
9370954215,NULL,3,16,1,10409.000
9166271874,NULL,NULL,2,NULL,68558830.000
9439556749,NULL,6,2,23,1900871.000
9526504573,NULL,1,NULL,NULL,1175.000
9223129800,NULL,NULL,4,1,18018978.000
9059320159,NULL,1,NULL,5,1313652.000
9213775596,NULL,NULL,1,NULL,2015967.000
9536628406,NULL,1,NULL,NULL,351078.000
10119029017,NULL,1,NULL,NULL,203394.000
9324343841,NULL,7,NULL,1,173363.000
9410171962,NULL,12,2,17,1754668.000
9018792751,NULL,NULL,23,3,4221904.000
9711112339,NULL,1,NULL,NULL,749527.000
9486791431,NULL,4,1,5,26706.000
9020397382,NULL,1,NULL,NULL,7297696.000
9147442422,NULL,1,NULL,NULL,1754843.000
9116850632,NULL,NULL,1,5,1010547.000
9177427345,NULL,1,1,NULL,41666592.000
9306424093,NULL,5,2,5,1512405.000
9089224945,NULL,NULL,14,NULL,0.000
9058982991,NULL,NULL,1,NULL,1527199.000
10201529453,NULL,NULL,NULL,6,1117790.000
9407775844,NULL,NULL,NULL,1,26026.000
9393132897,NULL,5,3,1,73858062.000
9252084987,NULL,1,NULL,NULL,10969001.000
10222841593,NULL,1,NULL,NULL,61257.000
9384277305,NULL,3,NULL,2,46066842.000
9154698854,NULL,NULL,5,NULL,0.000
9227040286,NULL,2,2,3,3182514.000
9246408660,NULL,1,NULL,NULL,336811.000
9238840876,NULL,NULL,5,NULL,2872.000
9311843941,NULL,1,NULL,NULL,58207149.000
9201730738,NULL,2,11,26,35271656.000
9811372483,NULL,1,NULL,NULL,7240713.000
9766488510,NULL,1,NULL,NULL,1035365.000
9126489718,NULL,NULL,1,NULL,2990.000
9230200096,NULL,1,NULL,NULL,4626909.000
9386716340,NULL,1,NULL,NULL,27771.000
9177782941,NULL,NULL,1,1,31079994.000
9134843590,NULL,NULL,8,6,2031385.000
9556687663,NULL,1,NULL,NULL,76014.000
9362624017,NULL,NULL,1,2,3317820.000
9026589256,NULL,3,NULL,NULL,1519186.575
9226786409,NULL,2,2,11,12481561.000
9112693628,NULL,1,NULL,NULL,30126892.000
9275093996,NULL,NULL,5,NULL,11071564.000
9063599304,NULL,4,19,16,2593887.000
9503025093,NULL,1,NULL,1,5905235.000
9173819020,NULL,NULL,3,2,1715966.000
9652151711,NULL,1,NULL,NULL,176432.000
9178062764,NULL,1,NULL,NULL,6092.000
9579788425,NULL,1,NULL,NULL,577583.000
9762252334,NULL,1,NULL,NULL,689891.000
9246667190,NULL,3,NULL,NULL,0.000
9295555000,NULL,NULL,4,NULL,1432.000
9329075932,NULL,2,NULL,NULL,2487453.000
10116345849,NULL,1,NULL,NULL,24118.000
9709200465,NULL,1,NULL,NULL,61535.000
9071760577,NULL,1,NULL,1,6258996.000
9921866615,NULL,NULL,1,NULL,12319018.000
10111198478,NULL,2,NULL,NULL,5906723.000
9909501176,NULL,1,NULL,NULL,388335.000
10063811803,NULL,1,NULL,NULL,4176649.000
9068590135,NULL,16,NULL,4,617388725.000
9010406728,NULL,NULL,NULL,9,2374868200.575
9201511974,NULL,3,NULL,NULL,4135766.000
9839639596,NULL,1,NULL,NULL,2190683.000
9038898890,NULL,2,2,NULL,11017998.000
9565780457,NULL,1,NULL,NULL,8468285.000
9002141612,NULL,NULL,NULL,3,26169.000
9457335373,NULL,1,NULL,NULL,1154981.000
9501372679,NULL,NULL,1,2,73299.000
9004841312,NULL,NULL,1,2,4653670.000
9146462464,NULL,3,NULL,NULL,9563.000
10114085401,NULL,NULL,1,NULL,31662.000
9279183636,NULL,2,NULL,NULL,184614388.000
9069139834,NULL,1,NULL,NULL,2079900.000
9142772168,NULL,1,NULL,NULL,60035318.000
9197172366,NULL,NULL,NULL,1,36957889.000
9273140893,NULL,NULL,NULL,1,13198732.000
9194714552,NULL,1,NULL,NULL,20026097.000
9182612044,NULL,2,4,11,43052175.000
9846763499,NULL,1,NULL,NULL,12192965.000
9660690915,NULL,2,NULL,NULL,157939.000
9329128786,NULL,NULL,1,NULL,25824.000
9295932382,NULL,4,NULL,9,1697962.000
9234053722,NULL,1,NULL,NULL,22492212.000
9802188034,NULL,3,NULL,NULL,1763299.000
9206601065,NULL,1,NULL,NULL,138444.000
9825245653,NULL,1,NULL,NULL,21358324.000
9582200804,NULL,2,NULL,NULL,43167.000
9004724787,NULL,3,2,6,12638694.000
9109535870,NULL,6,NULL,11,4340743.000
9176171293,NULL,1,NULL,NULL,3437311.000
9002821264,NULL,1,NULL,NULL,21142108.000
9344948422,NULL,NULL,2,2,3146517.000
10222841582,NULL,1,NULL,NULL,839763.000
9439113209,NULL,2,NULL,NULL,0.000
9816093746,NULL,NULL,5,NULL,54945.000
9034588574,NULL,NULL,1,1,62045885.000
9180356441,NULL,3,1,3,16150787.000
9348540877,NULL,1,1,2,1446134.000
9437511109,NULL,2,NULL,NULL,882407.000
9392932882,NULL,4,4,5,1388024.000
9112934360,NULL,4,5,12,12479481.000
9652073090,NULL,NULL,1,NULL,3136695.000
9121293653,NULL,3,NULL,NULL,797227.000
9259522236,NULL,2,29,NULL,284402.000
9549978303,NULL,2,NULL,NULL,1573338.000
9370902152,NULL,1,NULL,NULL,1997318.000
9065190408,NULL,1,NULL,NULL,26098747.000
9458963714,NULL,NULL,NULL,1,4695882.000
9076165079,NULL,2,NULL,3,6765070.000
9230663436,NULL,1,NULL,NULL,39860197.000
10165496413,NULL,1,NULL,NULL,195296.000
9760417999,NULL,1,NULL,NULL,192163.000
9758791684,NULL,2,NULL,NULL,141933653.000
10230405463,NULL,1,NULL,NULL,68500.000
9093898541,NULL,12,4,2,5652280.000
9391963639,NULL,1,NULL,NULL,38981847.000
10223848759,NULL,NULL,1,NULL,5243925.000
9125261727,NULL,1,NULL,NULL,7917357.000
9858019418,NULL,1,NULL,NULL,5534.000
9385880784,NULL,19,1,20,3672698.000
10230367916,NULL,NULL,NULL,1,53425126.000
9084917682,NULL,1,NULL,NULL,5644081.000
9354588292,NULL,NULL,NULL,1,2046702.000
9147258339,NULL,NULL,1,1,69370920.000
9075301272,NULL,1,3,6,79288.000
9000488290,NULL,2,3,32,33967162.000
9478072545,NULL,1,NULL,NULL,3009051.000
10166612297,NULL,1,NULL,NULL,46950.000
9723870614,NULL,1,NULL,NULL,1036428.000
9392960076,NULL,1,2,3,5588.000
9201824912,NULL,3,4,NULL,6322873.000
9249457868,NULL,8,7,6,72215.000
9316607875,NULL,1,NULL,NULL,5571119.000
9520533373,NULL,1,NULL,NULL,36227833.000
9339726795,NULL,2,NULL,NULL,2860251.000
9060957610,NULL,2,NULL,NULL,484155.000
9849362032,NULL,NULL,NULL,1,3192169.000
9319091776,NULL,1,NULL,NULL,11272706.000
9537741385,NULL,5,NULL,1,104692.000
9537861907,NULL,1,NULL,NULL,81807005.000
9692615622,NULL,2,NULL,NULL,1142503596.000
9191346546,NULL,NULL,8,NULL,90913.000
9113154891,NULL,1,NULL,NULL,31148788.000
9777152908,NULL,8,7,1,3216495.000
9719231833,NULL,NULL,NULL,12,4308850.000
9438476897,NULL,1,NULL,NULL,1366275.000
9124033185,NULL,NULL,15,3,20150666.000
9928202598,NULL,NULL,4,1,1215033.000
9652498871,NULL,1,NULL,NULL,53960239.000
9751479525,NULL,1,NULL,NULL,5334219.000
9915567976,NULL,1,NULL,NULL,1235306.000
10118151106,NULL,1,NULL,NULL,14493385.000
9034423853,NULL,1,NULL,NULL,22177935.000
9585868197,NULL,2,NULL,NULL,756080.000
9222783260,NULL,3,1,1,2442315.000
9630399864,NULL,NULL,6,1,399211.000
9204385515,NULL,NULL,2,3,9078294.000
9123575895,NULL,1,NULL,NULL,79179395.000
9190478192,NULL,1,NULL,NULL,16310.000
9435437342,NULL,1,NULL,NULL,83000.000
9788318566,NULL,1,NULL,NULL,5472672.000
9274983354,NULL,1,NULL,NULL,5055986.000
9274665077,NULL,NULL,2,NULL,1711088.000
9066179679,NULL,NULL,1,2,1369770.000
9723663035,NULL,1,6,3,1002819.000
9485059615,NULL,NULL,13,2,196617.000
9202990443,NULL,1,39,NULL,0.000
9053690630,NULL,1,NULL,NULL,65193918.000
9270963489,NULL,NULL,NULL,1,9517.000
9754428546,NULL,1,11,NULL,201326.000
9340813603,NULL,3,NULL,NULL,1116332.000
9374851665,NULL,1,NULL,NULL,4209206.000
10165968008,NULL,1,NULL,NULL,1957924.000
9422533774,NULL,1,4,NULL,14347213.000
9039286301,NULL,NULL,NULL,4,4984095.000
10054744691,NULL,1,NULL,NULL,3789924.000
9374607243,NULL,NULL,NULL,2,163871.000
9169023407,NULL,1,NULL,NULL,97740.000
9449242246,NULL,1,NULL,NULL,4043371.000
9405015040,NULL,NULL,1,2,14003036.000
9064574964,NULL,NULL,2,NULL,10202937.000
9388476745,NULL,NULL,NULL,9,4076491.000
9050434727,NULL,3,1,13,7257367.000
9730554644,NULL,NULL,3,NULL,148579.000
9272528489,NULL,1,NULL,NULL,6205827.000
9125512853,NULL,4,4,8,4365604.000
9207920329,NULL,6,3,6,127390396.000
9238710776,NULL,1,NULL,NULL,72398118.000
9229381120,NULL,1,NULL,NULL,1414525.000
10223477702,NULL,1,NULL,NULL,1462959.000
9143631720,NULL,1,NULL,NULL,5293389.000
9566660549,NULL,2,NULL,NULL,923726.000
9200932587,NULL,1,NULL,NULL,2520206.000
9073660808,NULL,NULL,5,NULL,342268306.000
9225994029,NULL,3,1,3,10829825.000
9341693087,NULL,1,NULL,NULL,159349265.000
10235947123,NULL,1,NULL,NULL,483999.000
9075565820,NULL,NULL,2,NULL,359736408.000
9040111601,NULL,1,NULL,NULL,46725258.000
9019694305,NULL,1,NULL,NULL,50702205.000
9375763516,NULL,3,1,12,1489246.000
9665528359,NULL,1,NULL,NULL,54524.000
9187542466,NULL,NULL,48,NULL,0.000
10236590069,NULL,NULL,1,NULL,34900.000
9857773923,NULL,1,NULL,NULL,12063641.000
9300388285,NULL,1,NULL,NULL,0.000
9409518966,NULL,5,1,2,13424.000
9130874997,NULL,NULL,1,NULL,1529462.000
10192112291,NULL,1,NULL,NULL,7559343.000
9754980318,NULL,1,NULL,NULL,4416652.000
9125978629,NULL,2,2,1,46251858.000
9261353851,NULL,NULL,NULL,1,414887745.000
9321838851,NULL,1,1,NULL,5049.000
9022382014,NULL,1,NULL,NULL,40869211.000
9478936835,NULL,1,NULL,NULL,672660.000
9264383172,NULL,1,NULL,NULL,37587.000
9419049281,NULL,1,NULL,NULL,26989.000
9039677926,NULL,1,NULL,NULL,227598981.000
10238583962,NULL,1,NULL,NULL,134035.000
9029341884,NULL,2,NULL,NULL,3159.000
9159425472,NULL,1,NULL,NULL,274326.000
10111861227,NULL,1,NULL,NULL,1240079550.000
9077964677,NULL,NULL,1,NULL,1007279.000
9458173398,NULL,NULL,1,NULL,336524.000
9390839875,NULL,1,NULL,NULL,1803118.000
9270530107,NULL,1,NULL,NULL,395084.000
9361169000,NULL,1,NULL,NULL,399444.000
9171404840,NULL,8,38,4,448164.000
9127157953,NULL,NULL,1,NULL,3359418.000
9111850345,NULL,1,NULL,NULL,40422264.000
9228428075,NULL,1,NULL,NULL,14333864.000
9000355933,NULL,1,NULL,NULL,224502.000
9189309306,NULL,1,NULL,NULL,100389.000
9342585136,NULL,2,NULL,NULL,17848663.000
9348819916,NULL,1,NULL,NULL,35783787.000
9727914356,NULL,NULL,5,2,1256812.000
9398623460,NULL,NULL,1,NULL,216747769.000
9003847947,NULL,7,2,15,2662807.000
9271165774,NULL,NULL,11,4,1963824.000
9045802745,NULL,5,7,NULL,1286130.000
9423996448,NULL,NULL,1,NULL,8583904.000
9056872902,NULL,1,NULL,NULL,109001101.000
9260664857,NULL,2,6,NULL,2387262.000
9254087805,NULL,NULL,3,NULL,221479.000
9327067250,NULL,1,NULL,NULL,522804.000
9185662457,NULL,NULL,1,NULL,1047369.000
9194144533,NULL,1,NULL,NULL,89947136.000
9018385103,NULL,NULL,NULL,4,180569662.000
9337096323,NULL,2,1,NULL,1679365.000
9201198961,NULL,2,4,NULL,46935887.000
10114703267,NULL,2,NULL,NULL,0.000
9199794715,NULL,1,1,2,1837048.000
9370160920,NULL,NULL,2,NULL,2463444.000
9267693227,NULL,4,NULL,2,13606983.000
10107319051,NULL,1,NULL,NULL,6935.000
9006678473,NULL,2,NULL,NULL,74959918.000
9520714700,NULL,1,NULL,NULL,17227.000
9335072957,NULL,1,NULL,NULL,1116023.000
9670245508,NULL,NULL,2,NULL,1774106.000
9408887788,NULL,1,7,7,604718.000
9003210645,NULL,2,11,1,12040800.000
9250489025,NULL,1,36,NULL,11586.000
9195980863,NULL,1,2,1,1095452.000
9846547028,NULL,1,NULL,NULL,713374.000
9735528656,NULL,NULL,1,2,0.000
9003355156,NULL,2,NULL,1,122576.000
9437498729,NULL,NULL,1,1,25834220.000
9631960190,NULL,3,2,NULL,2697624.000
9847804945,NULL,NULL,1,NULL,5438.000
9120918329,NULL,1,1,8,23576982.000
9391092636,NULL,NULL,1,2,17074.000
9420195630,NULL,NULL,1,1,2805448.000
9718374364,NULL,NULL,1,2,13743.000
9408880394,NULL,4,NULL,NULL,73916.000
10204495906,NULL,1,NULL,NULL,1485542.000
9296194866,NULL,NULL,NULL,3,3188120.000
9351266335,NULL,NULL,2,1,41463.000
9923245515,NULL,2,NULL,NULL,9608962.000
9148362479,NULL,NULL,NULL,3,46985173.000
9401308989,NULL,1,NULL,NULL,3855414.000
9251712223,NULL,NULL,1,3,3288413.000
9538219857,NULL,2,NULL,NULL,25355689.000
9149706633,NULL,1,9,1,1654565.000
9344022746,NULL,NULL,9,1,2692966.000
9184659945,NULL,NULL,3,3,67822.000
9075728526,NULL,4,NULL,NULL,95922.000
9390101594,NULL,1,NULL,NULL,1796534.000
9386634096,NULL,1,NULL,NULL,134256902.000
10171580751,NULL,1,NULL,NULL,8683081.000
9132525613,NULL,7,14,18,17283065.000
9103725068,NULL,NULL,NULL,8,3709436.000
9408624898,NULL,NULL,NULL,11,792533786.000
9751813698,NULL,2,NULL,NULL,486281.000
9599672519,NULL,NULL,2,1,385991.000
9214525749,NULL,1,NULL,NULL,113447463.000
9560571845,NULL,NULL,5,NULL,5805654.000
9565628537,NULL,NULL,NULL,1,55225.000
10179333003,NULL,3,NULL,NULL,1994479.000
9846057641,NULL,3,NULL,NULL,10081935.000
9019787533,NULL,1,NULL,NULL,209734.000
9479020401,NULL,1,NULL,NULL,4727253.000
9178993062,NULL,2,22,7,5284745.000
9099458124,NULL,1,NULL,NULL,637033.000
9163167111,NULL,NULL,NULL,4,1590602.000
9232656104,NULL,9,43,9,60877396.000
9399351605,NULL,NULL,NULL,2,12693.000
9283913953,NULL,1,NULL,NULL,6530874.000
9894564361,NULL,1,NULL,NULL,36811.000
9531673063,NULL,1,NULL,NULL,91778.000
9044755156,NULL,1,NULL,NULL,29152329.000
10118002506,NULL,NULL,NULL,3,42307.000
9537799574,NULL,1,NULL,1,4152236.000
9769217832,NULL,1,NULL,NULL,9263.000
9344047321,NULL,1,NULL,NULL,22056711.000
9189539035,NULL,1,66,1,101577.000
9413973062,NULL,NULL,2,1,5392385.000
9170031730,NULL,1,NULL,NULL,3484674.000
9334522445,NULL,NULL,3,2,165484.000
9913158919,NULL,NULL,NULL,1,2701530.000
9028533839,NULL,1,NULL,2,589534566.000
9047137089,NULL,2,NULL,NULL,11197706.000
9240068458,NULL,2,3,4,1075074.000
9655054626,NULL,1,NULL,NULL,1090688.000
9715908224,NULL,1,NULL,NULL,4203497.000
9336100319,NULL,1,NULL,NULL,47215.000
9747967081,NULL,6,5,5,7291729.000
9675333111,NULL,1,NULL,NULL,16114994.000
9149344379,NULL,NULL,NULL,1,20365947.000
9375625187,NULL,1,NULL,NULL,52274.000
10171322170,NULL,1,NULL,NULL,17133.000
9035104055,NULL,2,NULL,2,1383277.000
9157492555,NULL,7,4,3,259378.000
9770551816,NULL,1,NULL,NULL,9773.000
9045112774,NULL,1,NULL,NULL,2997.000
9171242869,NULL,NULL,2,NULL,2261992.000
9300371877,NULL,NULL,NULL,5,4047660.000
9789390586,NULL,1,NULL,NULL,289152.000
9435841477,NULL,6,6,1,5116.000
10119045987,NULL,1,NULL,NULL,3515259.000
9390315082,NULL,1,NULL,NULL,0.000
9339478976,NULL,1,NULL,NULL,433566.000
9233908658,NULL,1,NULL,NULL,36923236.000
9105891110,NULL,NULL,1,NULL,5183162.000
9692934260,NULL,2,NULL,NULL,3895946.000
9073187838,NULL,NULL,NULL,3,3616724.000
9714966490,NULL,1,NULL,NULL,28982.000
9537375646,NULL,4,7,1,955856.000
9164723801,NULL,NULL,2,6,9366078.000
9727901078,NULL,NULL,1,NULL,2742746.000
9855326831,NULL,4,NULL,NULL,48488.000
9037824557,NULL,1,4,2,2757466.825
9641642386,NULL,11,45,2,0.000
9341788308,NULL,1,NULL,NULL,23058.000
9327573714,NULL,1,5,NULL,1143786.000
9324953849,NULL,3,6,1,7783710.000
9059492793,NULL,NULL,NULL,2,23392231.000
10052248422,NULL,1,NULL,NULL,628470.000
9478387266,NULL,13,NULL,NULL,52543340.000
9131644668,NULL,1,NULL,NULL,269673.000
9573641190,NULL,1,NULL,NULL,129400.000
9118676550,NULL,NULL,NULL,1,47144.000
9477721189,NULL,1,NULL,NULL,3635444.000
9012322439,NULL,NULL,1,2,25515426.000
9758232109,NULL,2,NULL,NULL,5765272.000
9192272570,NULL,1,NULL,NULL,14072751.000
9761512971,NULL,1,NULL,NULL,10421.000
9798703566,NULL,1,NULL,NULL,8286243.000
9260001518,NULL,5,7,12,798019.000
10068516300,NULL,1,NULL,NULL,27956008.000
10110561544,NULL,1,NULL,NULL,84826.000
9252417015,NULL,1,NULL,NULL,3891301.000
9827992670,NULL,1,5,9,7210917.000
10050659100,NULL,1,NULL,NULL,219922.000
9147253182,NULL,1,NULL,NULL,6367373.000
9092681081,NULL,NULL,5,NULL,36201448.000
9849626261,NULL,1,NULL,NULL,612276.000
9304617501,NULL,1,NULL,NULL,4057924.000
9149808795,NULL,8,74,3,7569186.000
9155939923,NULL,1,NULL,NULL,62699375.000
9131477695,NULL,2,NULL,NULL,206658.000
9325700253,NULL,1,NULL,NULL,38951607.000
9118026964,NULL,NULL,NULL,1,300690.000
9920368539,NULL,NULL,15,NULL,30095.000
9182346467,NULL,2,NULL,NULL,2095474.000
9339756233,NULL,4,NULL,NULL,29920.000
9258869573,NULL,4,1,4,1217050.000
9549647810,NULL,NULL,2,NULL,2697.000
9154131896,NULL,NULL,1,1,102128181.000
9411785416,NULL,4,2,2,38572408.000
10232611599,NULL,1,NULL,NULL,1030362.000
9250500579,NULL,NULL,9,3,1695.000
9268917045,NULL,3,NULL,NULL,373203348.000
10111395300,NULL,2,NULL,NULL,201992.000
9631605168,NULL,1,NULL,NULL,81278.000
9399238156,NULL,4,NULL,4,39102920.000
9613646003,NULL,15,7,4,2098103.000
9127276992,NULL,6,1,5,3544375.000
9314970098,NULL,NULL,2,NULL,31590350.000
9158812370,NULL,3,27,1,1747277.000
9270341705,NULL,1,NULL,NULL,14308185.000
9996378858,NULL,1,NULL,NULL,37924066.000
9316754120,NULL,1,NULL,NULL,2382934.000
9049720306,NULL,1,NULL,NULL,3359685678.000
9256747772,NULL,1,NULL,NULL,955486.000
9013553178,NULL,NULL,1,NULL,7225.000
9106978825,NULL,NULL,5,5,10729.000
9454882852,NULL,1,NULL,NULL,6558982.000
9691833950,NULL,NULL,46,NULL,94351.000
9777956942,NULL,1,NULL,NULL,1390785.000
9645834204,NULL,1,NULL,NULL,737723.000
9085305711,NULL,14,6,1,976964.000
9306277125,NULL,1,NULL,NULL,1937288.000
9066344438,NULL,5,4,NULL,416882.000
9073114700,NULL,31,18,3,2274129.000
9316290315,NULL,NULL,1,NULL,63846157.000
9893422474,NULL,1,NULL,NULL,1784052.000
9155348546,NULL,NULL,NULL,1,1231979.000
9299481582,NULL,4,NULL,1,364926.000
9307538008,NULL,4,10,NULL,32913324.000
9389219076,NULL,3,NULL,NULL,26790074.000
9438580407,NULL,NULL,1,3,193014758.000
9189388334,NULL,NULL,2,4,456278280.000
9015883844,NULL,3,15,17,21915302.000
9120875652,NULL,5,NULL,NULL,6010921.000
9308577598,NULL,1,NULL,NULL,1112006.000
9151374978,NULL,1,NULL,NULL,249306559.000
10052510935,NULL,1,NULL,NULL,131120.000
9510827030,NULL,1,NULL,NULL,44263.000
9144382005,NULL,2,5,NULL,12775302.000
9771876983,NULL,1,NULL,NULL,19430.000
9803572282,NULL,1,NULL,NULL,9498.000
9169726661,NULL,NULL,23,3,50835293.000
9259899677,NULL,1,13,NULL,609.000
9789132931,NULL,1,NULL,NULL,6399962.000
9202487556,NULL,NULL,1,4,2676292.000
9129624566,NULL,1,NULL,NULL,479986.000
9191804192,NULL,1,NULL,NULL,3327302.000
9750781293,NULL,1,NULL,NULL,7901086.000
9435635385,NULL,3,41,NULL,0.000
9124318664,NULL,1,NULL,NULL,44576003.000
9424459900,NULL,NULL,9,NULL,129590.000
9433791845,NULL,2,14,1,1498624.000
9230480373,NULL,1,NULL,NULL,14322794.000
9046080964,NULL,1,NULL,NULL,22995558.000
9783500021,NULL,1,1,2,571798.000
9457742845,NULL,1,NULL,NULL,90725.000
9438698324,NULL,NULL,21,7,475044.000
9072641829,NULL,1,NULL,NULL,15546747.000
9414575230,NULL,NULL,6,NULL,2845.000
9761415111,NULL,NULL,NULL,1,69279.000
9923617643,NULL,1,NULL,NULL,10712.000
9302188182,NULL,1,NULL,NULL,953176.000
10081222673,NULL,1,NULL,NULL,34581605.000
9117242908,NULL,1,NULL,NULL,127257655.000
9262355380,NULL,1,NULL,NULL,87201258.000
9456522785,NULL,NULL,1,2,1169219.000
9264337848,NULL,4,4,NULL,1195079.000
9807404028,NULL,1,NULL,NULL,379483952.000
9149189446,NULL,1,1,NULL,1138434.000
9001093738,NULL,1,NULL,NULL,335473947.000
9014264254,NULL,4,4,NULL,3233408.000
10239120755,NULL,1,NULL,NULL,195288692.000
9199297600,NULL,19,24,20,17055783.000
9796754932,NULL,5,NULL,5,3882013.000
10055781551,NULL,2,NULL,NULL,7907662.000
9138446332,NULL,NULL,2,NULL,1924.000
9997141825,NULL,1,NULL,NULL,486957.000
9080326489,NULL,NULL,NULL,1,7110891.000
9098655295,NULL,2,5,2,64630152.000
9385735621,NULL,1,NULL,NULL,454791.000
9400719615,NULL,NULL,1,NULL,7778.000
9192887369,NULL,3,NULL,NULL,133787685.000
9018008108,NULL,1,NULL,NULL,70461086.000
9135847980,NULL,1,NULL,NULL,29742669.000
9172050846,NULL,1,NULL,NULL,154253.000
9339892954,NULL,NULL,1,NULL,18215.000
9418288362,NULL,NULL,NULL,1,2029334.000
9208094257,NULL,1,NULL,NULL,26460040.000
9194205208,NULL,1,NULL,NULL,269117801.000
9203069819,NULL,1,NULL,NULL,65052267.000
10236437936,NULL,NULL,1,NULL,15500.000
9855512276,NULL,1,NULL,NULL,43153.000
10107207455,NULL,1,NULL,NULL,411438.000
9266006373,NULL,5,NULL,3,748050.000
9558244078,NULL,1,2,2,1201115.000
9020464556,NULL,1,NULL,NULL,7977666.000
9501968290,NULL,5,13,3,6066077.000
9409523796,NULL,NULL,1,4,6195385.000
10239221603,NULL,NULL,1,NULL,245000.000
9408925151,NULL,1,NULL,NULL,248590.000
9014612242,NULL,NULL,1,NULL,65829974.000
9474783597,NULL,8,3,5,11269601.000
9176226017,NULL,NULL,14,NULL,191433.000
9106786184,NULL,3,NULL,NULL,2002392.000
9130272617,NULL,NULL,3,2,7399979.000
9530791445,NULL,1,NULL,NULL,822.000
9302236035,NULL,NULL,3,1,7020623.000
9734099073,NULL,7,38,3,35280.000
9137582668,NULL,2,NULL,NULL,56628334.000
9121028259,NULL,7,5,7,5695878.000
9723563233,NULL,NULL,4,15,3801512.000
10234838277,NULL,NULL,1,NULL,2500.000
9266567698,NULL,NULL,1,NULL,543829.000
9262884528,NULL,1,NULL,NULL,3481274.000
9706490973,NULL,2,NULL,NULL,504304.000
10197000317,NULL,1,NULL,NULL,848814.000
9075602977,NULL,NULL,1,NULL,57659211.000
9315832339,NULL,NULL,NULL,1,4481543.000
9168223085,NULL,2,2,2,9138729.000
9106383862,NULL,NULL,5,NULL,35295513.000
10121593197,NULL,1,NULL,NULL,46249.000
9202550391,NULL,1,NULL,NULL,4973039.000
10223688361,NULL,1,NULL,NULL,208500.000
9144875904,NULL,NULL,NULL,3,47209.000
9178217720,NULL,1,NULL,NULL,20340.000
9848913648,NULL,1,NULL,NULL,3058606.000
9050181189,NULL,2,1,4,142174525.000
9002591043,NULL,NULL,5,1,6174918.000
9408848003,NULL,1,NULL,1,70137.000
9275991659,NULL,NULL,1,NULL,2096695.000
9814836018,NULL,1,NULL,NULL,74220.000
9390353419,NULL,2,NULL,NULL,147801098.000
9062532596,NULL,NULL,2,2,1360958.000
9784937456,NULL,3,NULL,3,193211.000
10089637669,NULL,1,NULL,NULL,647479.000
9335554256,NULL,3,6,10,163957704.000
9335228311,NULL,4,11,4,232861.000
9399597869,NULL,NULL,2,2,137315812.000
9047767345,NULL,1,NULL,3,139487.000
10223800826,NULL,NULL,1,NULL,9596368.000
9118655619,NULL,9,20,NULL,81091129.000
9386999043,NULL,3,NULL,NULL,186300.000
9426855832,NULL,1,NULL,NULL,1349218.000
9414897101,NULL,1,1,NULL,0.000
9243193795,NULL,1,NULL,NULL,4588286.000
9305229207,NULL,1,NULL,NULL,13283502.000
9383028259,NULL,1,1,NULL,9515755.000
9355525645,NULL,1,NULL,NULL,1420297.000
9274968392,NULL,NULL,2,NULL,81972.000
9809041498,NULL,5,4,2,2642510.000
9904149204,NULL,1,NULL,NULL,0.000
9631812252,NULL,3,12,NULL,42748920.000
9408972120,NULL,10,NULL,NULL,429603.000
9331823841,NULL,NULL,3,NULL,1128431.000
9846919042,NULL,1,NULL,NULL,68274.000
9441719215,NULL,NULL,5,7,21886825.000
10003030068,NULL,1,NULL,NULL,174775.000
9339545018,NULL,1,NULL,NULL,13929249.000
9296253846,NULL,NULL,26,4,33897.000
9669408999,NULL,2,NULL,NULL,1636954.000
9106669398,NULL,1,NULL,NULL,1585049.000
10188477553,NULL,1,NULL,NULL,76356.000
9126949848,NULL,NULL,3,2,179925372.000
10236381638,NULL,1,1,NULL,1318641.000
9049978703,NULL,7,NULL,6,20101825.000
9106720007,NULL,1,NULL,2,1944512.000
9241614634,NULL,5,26,NULL,30497524.000
9272502201,NULL,1,NULL,1,6251045.000
9123678686,NULL,1,NULL,NULL,1024283698.000
9658648878,NULL,2,2,1,1296634.000
9012657933,NULL,1,2,7,18003502.000
9655488574,NULL,2,NULL,NULL,186460.000
9503689444,NULL,3,19,10,495251.000
9110818367,NULL,NULL,9,3,888803.000
9404570279,NULL,1,1,1,12954152.000
9503082974,NULL,NULL,8,6,8676621.000
