TRX_TYPE	TX_DESC	CHANNEL	BILLER_TARGET	JENIS_TRX	mapping_sendiri		
PROXY_RESOLUTION	?	NEW_MOB	?	?			
REKSADANA_TOPUP	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BPD JAMBI	NEW_MOB	BANK JAMBI	TRANSFER			
TRANSFER_ANTAR_BANK	QNB BANK KESAWAN	NEW_MOB	BANK QNB INDONESIA	TRANSFER			
TRANSFER_ANTAR_BANK	BANK TABUNGAN PENSIUNAN NASIONAL	NEW_MOB	BANK BTPN	TRANSFER			
TRANSFER_ANTAR_BANK	BANK BPD DIY	NEW_MOB	BANK BPD DIY	TRANSFER			
INQUIRY_KARTU_KREDIT_ANTAR_BANK	ANZ	NEW_MOB	ANZ	INQUIRY			
TRANSFER_ANTAR_BANK	MNC BANK	NEW_MOB	MNC BANK	TRANSFER			
TRANSFER_DANA_PENSIUN	BNI	NEW_MOB	DPLK BNI	TRANSFER			
TRANSFER_ANTAR_BANK	BPD JAWA BARAT DAN BANTEN	NEW_MOB	BANK BJB	TRANSFER			
INQUIRY_KARTU_KREDIT_ANTAR_BANK	MEGA	NEW_MOB	MEGA	INQUIRY			
PAYMENT_TRANSFER_PEMBAYARAN_VA	?	NEW_MOB	?	?			
OPEN_TAPLUS_ACCOUNT_INIT	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK NAGARI	NEW_MOB	BANK NAGARI	TRANSFER			
TRANSFER_KLIRING	PERMATA BANK	NEW_MOB	BANK PERMATA	TRANSFER			
TRANSFER_KLIRING	CIMB NIAGA SYARIAH	NEW_MOB	BANK CIMB NIAGA SYARIAH	TRANSFER			
TRANSFER_ANTAR_BANK	BANK DANAMON INDONESIA	NEW_MOB	BANK DANAMON	TRANSFER			
TRANSFER_VIRTUAL_ACCOUNT	BNI	NEW_MOB	VA BNI	TRANSFER			
TRANSFER_ANTAR_BANK	BANK RAYA INDONESIA	NEW_MOB	?	?			
PAYMENT_TOP_UP_TAPCASH	?	NEW_MOB	?	?			
PAYMENT_MULTIFINANCE	FIF	NEW_MOB	FIF	PAYMENT			
TRANSFER_ANTAR_BANK	BANK PERMATA	NEW_MOB	BANK PERMATA	TRANSFER			
INQUIRY_TOP_UP_TAPCASH	?	NEW_MOB	?	?			
PAYMENT_MULTIFINANCE	KREDITPLUS	NEW_MOB	KREDIT PLUS	PAYMENT			
TRANSFER_BNI	BNI	NEW_MOB	BNI	TRANSFER			
INQUIRY_PEMBAYARAN_PELINDO2	PELINDO_2	NEW_MOB	PELINDO_2	INQUIRY			
TRANSFER_ANTAR_BANK	BANK TABUNGAN PENSIUNAN NASIONAL SYARIAH	NEW_MOB	BTPN SYARIAH	TRANSFER			
PAYMENT_PEMBAYARAN_PELINDO1	PELINDO I	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK OF TOKYO-MITSUBISHI UFJ	NEW_MOB	MUFG BANK	TRANSFER			
REKSADANA_REDEMPTION	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK SHINHAN	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK SEABANK INDONESIA	NEW_MOB	?	?			
TRANSFER_KLIRING	BCA SYARIAH	NEW_MOB	BCA SYARIAH	TRANSFER			
TRANSFER_KLIRING	BANK METRO EXPRESS	NEW_MOB	?	?			
PAYMENT_PEMBAYARAN_PAJAK_DAERAH	BPHTB	NEW_MOB	?	?			
INQUIRY_TIKET_KERETA_API	KAI	NEW_MOB	KAI	INQUIRY			
TRANSFER_ANTAR_BANK	CTBC BANK	NEW_MOB	CTBC BANK	TRANSFER			
TRANSFER_KLIRING	STANDARD CHARTERED	NEW_MOB	STANDARD CHARTERED	TRANSFER			
PAYMENT_KARTU_KREDIT_ANTAR_BANK	DANAMON	NEW_MOB	DANAMON	PAYMENT			
PAYMENT_AIR	AETRA	NEW_MOB	AETRA	PAYMENT			
TRANSFER_ANTAR_BANK	BANK RIAU KEPRI	NEW_MOB	BANK RIAU KEPRI	TRANSFER			
PAYMENT_MULTIFINANCE	OTO_FINANCE	NEW_MOB	OTO FINANCE	PAYMENT			
TRANSFER_ANTAR_BANK	BANK MAYAPADA	NEW_MOB	BANK MAYAPADA	TRANSFER			
PAYMENT_ZIS	INFAQ_DPU_DAARUT_TAUHID	NEW_MOB	INFAQ - DPUDT	PAYMENT			
INCREASE_LIMIT_MYCARD	?	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK NTB	NEW_MOB	BANK NTB	TRANSFER			
PAYMENT_PEMBAYARAN_PELINDO3	PELINDO III	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK NEO COMMERCE	NEW_MOB	?	?			
INQUIRY_AIR	PDAM_SEMARANG	NEW_MOB	PDAM SEMARANG	INQUIRY			
TRANSFER_KLIRING	BANK RESONA PERDANIA	NEW_MOB	?	?			
INQUIRY_MPN	MPN_G2_DJA	NEW_MOB	MPN_G2_DJA	INQUIRY			
PAYMENT_ZIS	WAKAF_DOMPET_DHUAFA	NEW_MOB	WAKAF - DOMPET DHUAFA	PAYMENT			
TRANSFER_ANTAR_BANK	BANK JABAR BANTEN SYARIAH	NEW_MOB	BANK BJB SYARIAH	TRANSFER			
PAYMENT_PEMBELIAN_DIGITAL_VOUCHER	DIGITAL_VOUCHER	NEW_MOB	PEMBELIAN_DIGITAL VOUCHER	PURCHASE			
PROXY_REGISTER_INQUIRY	?	NEW_MOB	?	?			
ADD_CREDIT_CARD	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK MESTIKA DHARMA	NEW_MOB	BANK MESTIKA	TRANSFER			
PAYMENT_MULTIFINANCE	NSC_FINANCE	NEW_MOB	NSC FINANCE	PAYMENT			
INQUIRY_KARTU_KREDIT_ANTAR_BANK	CITIBANK	NEW_MOB	CITIBANK	INQUIRY			
TRANSFER_ANTAR_BANK	BSI ex BSM	NEW_MOB	?	?			
OPEN_TAPLUS_SYARIAH_ACCOUNT	?	NEW_MOB	?	?			
INQUIRY_PEGADAIAN_KCA	?	NEW_MOB	?	?			
REGISTRATION_CREDIT_CARD	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK SHINHAN INDONESIA	NEW_MOB	?	?			
CREATE_DPLK_ACCOUNT	?	NEW_MOB	?	?			
INQUIRY_PLN_POSTPAID	?	NEW_MOB	?	?			
INQUIRY_AIR	PDAM_SMT	NEW_MOB	PDAM SMT	INQUIRY			
INQUIRY_AIR	PDAM_MANADO	NEW_MOB	PDAM MANADO	INQUIRY			
PAYMENT_PEMBAYARAN_PAJAK_DAERAH	PAJAKDAERAH	NEW_MOB	PAJAK_DAERAH	PAYMENT			
TRANSFER_ANTAR_BANK	BPR Supra	NEW_MOB	?	?			
TRANSFER_KLIRING	COMMONWEALTH BANK	NEW_MOB	COMMONWEALTH BANK	TRANSFER			
TRANSFER_ANTAR_BANK	BANK KEB HANA INDONESIA	NEW_MOB	KEB HANA BANK	TRANSFER			
PAYMENT_PEGADAIAN_KCA	PEGADAIAN	NEW_MOB	PEGADAIAN KCA	PAYMENT			
TRANSFER_ANTAR_BANK	BANK HSBC Indonesia	NEW_MOB	BANK HSBC	TRANSFER			
TRANSFER_KLIRING	BANK JATIM	NEW_MOB	BANK JATIM	TRANSFER			
TRANSFER_KLIRING	BANK KALBAR	NEW_MOB	BANK KALBAR	TRANSFER			
QR_GENERATE_CPM	?	NEW_MOB	?	?			
REMOVE_CREDIT_CARD	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK JATIM	NEW_MOB	BANK JATIM	TRANSFER			
TRANSFER_ANTAR_BANK	BANK BENGKULU	NEW_MOB	BANK BENGKULU	TRANSFER			
TRANSFER_ANTAR_BANK	BANK KALBAR	NEW_MOB	BANK KALBAR	TRANSFER			
PAYMENT_PASKA_BAYAR_TELEPON	HALO	NEW_MOB	TELKOMSEL POSTPAID	PAYMENT			
TRANSFER_ANTAR_BANK	BANK BTN SYARIAH	NEW_MOB	BTN SYARIAH	TRANSFER			
SET_AHLI_WARIS_DPLK	?	NEW_MOB	?	?			
PAYMENT_TIKET_PENERBANGAN	GARUDA	NEW_MOB	GARUDA	PAYMENT			
TRANSFER_KLIRING	BANK WOORI SAUDARA	NEW_MOB	BANK WOORI SAUDARA	TRANSFER			
PAYMENT_AIR	PALYJA	NEW_MOB	PALYJA	PAYMENT			
PAYMENT_PEMBELIAN_PAKET_DATA	TSELDATA	NEW_MOB	TELKOMSEL DATA	PURCHASE			
PAYMENT_KARTU_KREDIT_ANTAR_BANK	AMEX	NEW_MOB	AMEX	PAYMENT			
REGISTER_INVESTOR_SBNRITEL	?	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK NEO COMMERCE	NEW_MOB	?	?			
PAYMENT_ZIS	QURBAN_DOMPET_DHUAFA	NEW_MOB	QURBAN - DOMPET DHUAFA	PAYMENT			
TRANSFER_ANTAR_BANK	BANK CAPITAL	NEW_MOB	BANK CAPITAL	TRANSFER			
OPEN_DEPOSIT_ACCOUNT	?	NEW_MOB	?	?			
INQUIRY_BOOK_ALL_SERIES_SBNRITEL	?	NEW_MOB	?	?			
GET_INQUIRY_BNI_DEBIT_ONLINE	?	NEW_MOB	?	?			
INQUIRY_MULTIFINANCE	OTO_FINANCE	NEW_MOB	OTO FINANCE	INQUIRY			
TRANSFER_ANTAR_BANK	BANK SULSELBAR	NEW_MOB	BANK SULSELBAR	TRANSFER			
PAYMENT_AIR	PDAM_BANJARMASIN	NEW_MOB	PDAM BANJARMASIN	PAYMENT			
TRANSFER_ANTAR_BANK	BANK BTPN	NEW_MOB	BANK BTPN	TRANSFER			
PAYMENT_ZIS	INFAQ_DOMPET_DHUAFA	NEW_MOB	INFAQ - DOMPET DHUAFA	PAYMENT			
TRANSFER_KLIRING	BANK SYARIAH BUKOPIN	NEW_MOB	BANK SYARIAH BUKOPIN	TRANSFER			
TRANSFER_KLIRING	BANK MAYAPADA	NEW_MOB	BANK MAYAPADA	TRANSFER			
TRANSFER_REWARD_AKTIVASI	?	NEW_MOB	?	?			
PAYMENT_AIR	PDAM_SMT	NEW_MOB	PDAM SMT	PAYMENT			
TRANSFER_KLIRING	BANK MANTAP	NEW_MOB	BANK MANDIRI TASPEN	TRANSFER			
INQUIRY_AIR	PDAM_DJI	NEW_MOB	PDAM DJI	INQUIRY			
PAYMENT_KARTU_KREDIT_ANTAR_BANK	MEGA	NEW_MOB	MEGA	PAYMENT			
TRANSFER_ANTAR_BANK	BANK BCA SYARIAH	NEW_MOB	BCA SYARIAH	TRANSFER			
PAYMENT_INTERNET_SPEEDY	SPEEDY	NEW_MOB	SPEEDY	PAYMENT			
TRANSFER_ANTAR_BANK	BPD YOGYAKARTA	NEW_MOB	BANK BPD DIY	TRANSFER			
TRANSFER_ANTAR_BANK	BANK SINARMAS	NEW_MOB	BANK SINARMAS	TRANSFER			
TRANSFER_KLIRING	BANK HSBC Indonesia	NEW_MOB	BANK HSBC	TRANSFER			
PAYMENT_AIR	PDAM_MITRACOMM	NEW_MOB	PDAM MITRACOMM	PAYMENT			
PAYMENT_TRANSFER_PEMBAYARAN_VA	BPHTB_BANYUASIN	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK SYARIAH INDONESIA	NEW_MOB	?	?			
PAYMENT_ZIS	QURBAN_DPU_DAARUT_TAUHID	NEW_MOB	QURBAN - DPUDT	PAYMENT			
TRANSFER_ANTAR_BANK	BANK CHINATRUST INDONESIA	NEW_MOB	CTBC BANK	TRANSFER			
INQUIRY_KARTU_KREDIT_BNI	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK MNC BUMIPUTERA	NEW_MOB	MNC BANK	TRANSFER			
TRANSFER_KLIRING	JTRUST BANK	NEW_MOB	J TRUST BANK	TRANSFER			
INQUIRY_TOP_UP_GOPAY	GOPAY_CUSTOMER	NEW_MOB	GOPAY CUSTOMER	INQUIRY			
TRANSFER_DPLK	?	NEW_MOB	?	?			
PAYMENT_TRANSFER_PEMBAYARAN_VA	OVO	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK SULUTGO	NEW_MOB	?	?			
PAYMENT_PASKA_BAYAR_TELEPON	XPLOR	NEW_MOB	XL POSTPAID	PAYMENT			
TRANSFER_ANTAR_BANK	BANK KALTENG	NEW_MOB	BANK KALTENG	TRANSFER			
PAYMENT_ZIS	QURBAN_BAZNAS	NEW_MOB	QURBAN - BAZNAS	PAYMENT			
DELETE_REKENING_SURAT_BERHARGA_SBNRITEL	?	NEW_MOB	?	?			
INQUIRY_ASURANSI_BPJS	BPJS_KETENAGAKERJAAN	NEW_MOB	BPJS TK	INQUIRY			
PAYMENT_KARTU_KREDIT_ANTAR_BANK	BUKOPIN	NEW_MOB	BUKOPIN	PAYMENT			
TRANSFER_ANTAR_BANK	BANK PANIN DUBAI SYARIAH	NEW_MOB	BANK PANIN DUBAI SYARIAH	TRANSFER			
INQUIRY_MOBILETUNAI_DIRISENDIRI	?	NEW_MOB	?	?			
UPDATE_BALANCE_TAPCASH	?	NEW_MOB	?	?			
INQUIRY_KARTU_KREDIT_ANTAR_BANK	HSBC	NEW_MOB	HSBC	INQUIRY			
INQUIRY_BOOK_REDEEMABLE_SBNRITEL	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BPD SULAWESI SELATAN DAN SULAWESI BARAT	NEW_MOB	BANK SULSELBAR	TRANSFER			
PAYMENT_TRANSFER_PEMBAYARAN_VA	2	NEW_MOB	VA BNI	TRANSFER			
PAYMENT_AIR	PDAM_SEMARANG	NEW_MOB	PDAM SEMARANG	PAYMENT			
TRANSFER_ANTAR_BANK	BANK DBS INDONESIA	NEW_MOB	DBS BANK	TRANSFER			
TRANSFER_ANTAR_BANK	BANK VICTORIA SYARIAH	NEW_MOB	BANK VICTORIA SYARIAH	TRANSFER			
INQUIRY_CUSTOMER_PROFIL_SBNRITEL	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	STANDARD CHARTERED	NEW_MOB	STANDARD CHARTERED	TRANSFER			
TRANSFER_KLIRING	BANK BJB	NEW_MOB	BANK BJB	TRANSFER			
TRANSFER_ANTAR_BANK	BANK MAYORA	NEW_MOB	BANK MAYORA	TRANSFER			
INQUIRY_PRUDENTIAL	PRUDENTIAL_PREMI_PERTAMA	NEW_MOB	PRUDENTIAL PREMI PERTAMA	INQUIRY			
TRANSFER_KLIRING	BANK SAHABAT SAMPOERNA	NEW_MOB	BANK SAHABAT SAMPOERNA	TRANSFER			
INQUIRY_AIR	AETRA	NEW_MOB	AETRA	INQUIRY			
TRANSFER_ANTAR_BANK	BANK ACEH SYARIAH	NEW_MOB	BANK ACEH SYARIAH	TRANSFER			
TRANSFER_REWARD_REFERRAL	?	NEW_MOB	?	?			
INQUIRY_MANUAL_ADVICE_PLN_PREPAID	?	NEW_MOB	?	?			
INQUIRY_PEMBELIAN_PLN_PREPAID	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK BUMI ARTA	NEW_MOB	BANK BUMI ARTA	TRANSFER			
TRANSFER_KLIRING	DBS/Eks-ANZ	NEW_MOB	DBS	TRANSFER			
BLOKIR_SALDO_BERJANGKA	?	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK JAGO	NEW_MOB	?	?			
TRANSFER_KLIRING	Bank China Construction Bank Indonesia	NEW_MOB	BANK CHINA CONSTRUCTION BANK INDONESIA	TRANSFER			
TRANSFER_KLIRING	OCBC NISP	NEW_MOB	OCBC NISP	TRANSFER			
TRANSFER_ANTAR_BANK	BPR KARYAJATNIKA SADAYA	NEW_MOB	BPR KS	TRANSFER			
TRANSFER_KLIRING	PANIN BANK	NEW_MOB	BANK PANIN	TRANSFER			
INQUIRY_ISI_PULSA	THREE	NEW_MOB	THREE	INQUIRY			
TRANSFER_ANTAR_BANK	BANK MAS	NEW_MOB	BANK MAS	TRANSFER			
TRANSFER_ANTAR_BANK	BANK OF TOKYO-MITSUBISHI UFJ	NEW_MOB	MUFG BANK	TRANSFER			
HOLD_DEBIT_CARD	?	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK BPD DIY SYARIAH	NEW_MOB	BANK BPD DIY UNIT SYARIAH	TRANSFER			
TRANSFER_KLIRING	BANK GANESHA	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK BTN	NEW_MOB	BANK BTN	TRANSFER			
INQUIRY_PASKA_BAYAR_TELEPON	INDOSAT_POSTPAID	NEW_MOB	INDOSAT POSTPAID	INQUIRY			
PAYMENT_MULTIFINANCE	ACC_FINANCE	NEW_MOB	ASTRA CREDIT COMPANY	PAYMENT			
INQUIRY_DIGITALLOAN_FLEKSI	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK VICTORIA INTERNATIONAL	NEW_MOB	BANK VICTORIA INTERNATIONAL	TRANSFER			
TRANSFER_ANTAR_BANK	"PT. ALLO BANK INDONESIA, TBK"	NEW_MOB	?	?			
INQUIRY_PENDIDIKAN_SPC	SPCH2H	NEW_MOB	SPCH2H	INQUIRY			
TRANSFER_KLIRING	DANAMON SYARIAH	NEW_MOB	BANK DANAMON UNIT SYARIAH	TRANSFER			
PAYMENT_ZIS	ZAKAT_BAMUIS	NEW_MOB	ZAKAT - BAMUIS	PAYMENT			
INQUIRY_PEMBELIAN_VOUCHER_TV	ORANGETV	NEW_MOB	ORANGETV	INQUIRY			
TRANSFER_KLIRING	BSI ex BSM	NEW_MOB	?	?			
REGISTER_REKENING_DANA_SBNRITEL	?	NEW_MOB	?	?			
PAYMENT_ZIS	ZAKAT_BAZNAS	NEW_MOB	ZAKAT - BAZNAS	PAYMENT			
TRANSFER_ANTAR_BANK	ICBC	NEW_MOB	BANK ICBC INDONESIA	TRANSFER			
TRANSFER_ANTAR_BANK	DBS	NEW_MOB	DBS BANK	TRANSFER			
INQUIRY_MULTIFINANCE	SMS_FINANCE	NEW_MOB	SMS FINANCE	INQUIRY			
TRANSFER_ANTAR_BANK	DBS/Eks-ANZ	NEW_MOB	DBS	TRANSFER			
TRANSFER_ANTAR_BANK	BANK AMAR INDONESIA	NEW_MOB	?	?			
INQUIRY_AIR	PALYJA	NEW_MOB	PALYJA	INQUIRY			
TRANSFER_KLIRING	NOBU NATIONAL BANK	NEW_MOB	NOBU NATIONAL BANK	TRANSFER			
TRANSFER_KLIRING	DBS	NEW_MOB	DBS BANK	TRANSFER			
REGISTER_PEMESANAN_SBNRITEL	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK KALSEL	NEW_MOB	BANK KALSEL	TRANSFER			
PAYMENT_KARTU_KREDIT_ANTAR_BANK	CITIBANK	NEW_MOB	CITIBANK	PAYMENT			
TRANSFER_KLIRING	BANK KALTIM SYARIAH	NEW_MOB	BANK KALTIM SYARIAH	TRANSFER			
TRANSFER_KLIRING	BANK NTT	NEW_MOB	BANK NTT	TRANSFER			
TRANSFER_KLIRING	MNC BANK	NEW_MOB	MNC BANK	TRANSFER			
TRANSFER_KLIRING	MANDIRI	NEW_MOB	BANK MANDIRI	TRANSFER			
TRANSFER_ANTAR_BANK	CIMB NIAGA	NEW_MOB	BANK CIMB NIAGA	TRANSFER			
PAYMENT_AIR	PDAM_SURABAYA	NEW_MOB	PDAM SURABAYA	PAYMENT			
LINKAGE_DPLK	?	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK AMAR INDONESIA	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK DKI	NEW_MOB	BANK DKI	TRANSFER			
TRANSFER_ANTAR_BANK	BANK OKE	NEW_MOB	BANK OKE INDONESIA	TRANSFER			
TRANSFER_KLIRING	KEB HANA BANK	NEW_MOB	KEB HANA BANK	TRANSFER			
INQUIRY_PEMBELIAN_LPG3K	Pertamina LPG3K	NEW_MOB	PERTAMINA LPG3K	PURCHASE			
INQUIRY_AIR	PDAM_BOGOR	NEW_MOB	PDAM KOTA BOGOR	INQUIRY			
INQUIRY_KUALA_TANJUNG_MULTIPURPOSE_TERMINAL	KTMT	NEW_MOB	KTMT	INQUIRY			
TRANSFER_KLIRING	BANK BRI	NEW_MOB	BANK BRI	TRANSFER			
TRANSFER_ANTAR_BANK	BANK INDEX SELINDO	NEW_MOB	BANK INDEX	TRANSFER			
TRANSFER_ANTAR_BANK	CITIBANK	NEW_MOB	CITIBANK	TRANSFER			
TRANSFER_ANTAR_BANK	BANK WOORI SAUDARA	NEW_MOB	BANK WOORI SAUDARA	TRANSFER			
TRANSFER_ANTAR_BANK	BANK NTT	NEW_MOB	BANK NTT	TRANSFER			
PAYMENT_TOP_UP_GOPAY	GOPAY_CUSTOMER	NEW_MOB	GOPAY CUSTOMER	PURCHASE			
INQUIRY_PEMBAYARAN_PELINDO3	PELINDO_3	NEW_MOB	?	?			
INQUIRY_AIR	PDAM_BSD	NEW_MOB	IPL/PAM BSD	INQUIRY			
INQUIRY_TIKET_PENERBANGAN	SRIWIJAYA	NEW_MOB	SRIWIJAYA AIR	INQUIRY			
TRANSFER_ANTAR_BANK	BPD LAMPUNG	NEW_MOB	BANK LAMPUNG	TRANSFER			
TRANSFER_ANTAR_BANK	BSI ex BNIS	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK NTB	NEW_MOB	BANK NTB	TRANSFER			
TRANSFER_KLIRING	BANK KALTENG	NEW_MOB	BANK KALTENG	TRANSFER			
PAYMENT_AIR	PDAM_FORTUNA	NEW_MOB	PDAM FORTUNA	PAYMENT			
TRANSFER_KLIRING	BANK MEGA SYARIAH	NEW_MOB	BANK MEGA SYARIAH	TRANSFER			
INQUIRY_ISI_PULSA	XL_REG	NEW_MOB	XL_REG	INQUIRY			
PAYMENT_TV_BERLANGGANAN	TRANSVISION	NEW_MOB	TRANSVISION	PAYMENT			
TRANSFER_ANTAR_BANK	BANK BJB SYARIAH	NEW_MOB	BANK BJB SYARIAH	TRANSFER			
INQUIRY_PASKA_BAYAR_TELEPON	FREN_POSTPAID	NEW_MOB	SMARTFREN POSTPAID	INQUIRY			
REGISTER_REKENING_SURAT_BERHARGA_SBNRITEL	?	NEW_MOB	?	?			
INQUIRY_TOP_UP_AGEN_PENERBANGAN	LION_AIR	NEW_MOB	LION AIR TOP UP AGEN	INQUIRY			
TRANSFER_ANTAR_BANK	PT Bank China Construction Bank Indonesia Tbk	NEW_MOB	BANK CHINA CONSTRUCTION BANK INDONESIA	TRANSFER			
PAYMENT_PEMBELIAN_TOPUP_LINKCASH	LINKAJATCASH	NEW_MOB	LINKAJA	PURCHASE			
PAYMENT_PEMBAYARAN_SAMSAT	SAMSAT_NASIONAL	NEW_MOB	SAMSAT NASIONAL	PAYMENT			
PAYMENT_TOP_UP_AGEN_PENERBANGAN	LION_AIR	NEW_MOB	LION AIR TOP UP AGEN	PURCHASE			
INQUIRY_ISI_PULSA	AS	NEW_MOB	AS	INQUIRY			
TRANSFER_ANTAR_BANK	BANK SULUTGO	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BANK ARTHA GRAHA	NEW_MOB	BANK ARTHA GRAHA INTERNASIONAL	TRANSFER			
TRANSFER_ANTAR_BANK	BANK UOB INDONESIA	NEW_MOB	BANK UOB INDONESIA	TRANSFER			
INQUIRY_MOBILETUNAI_ORANGLAIN	?	NEW_MOB	?	?			
PAYMENT_PERSONAL_LOAN	SCB_PL	NEW_MOB	STANDARD CHARTERED - PL	PAYMENT			
PAYMENT_BNI_DEBIT_ONLINE	?	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK MIZUHO	NEW_MOB	MIZUHO BANK	TRANSFER			
TRANSFER_KLIRING	BANK ARTHA GRAHA	NEW_MOB	BANK ARTHA GRAHA INTERNASIONAL	TRANSFER			
PAYMENT_KARTU_KREDIT_ANTAR_BANK	BRI	NEW_MOB	BRI	PAYMENT			
TRANSFER_ANTAR_BANK	PERMATA BANK	NEW_MOB	BANK PERMATA	TRANSFER			
PAYMENT_ISI_PULSA	FREN	NEW_MOB	SMARTFREN	PURCHASE			
PAYMENT_PEGADAIAN_MIKRO	PEGADAIAN	NEW_MOB	PEGADAIAN MIKRO	PAYMENT			
TRANSFER_ANTAR_BANK	BANK MAYAPADA INTERNATIONAL	NEW_MOB	BANK MAYAPADA	TRANSFER			
TRANSFER_KLIRING	DANAMON	NEW_MOB	BANK DANAMON	TRANSFER			
PAYMENT_AIR	PDAM_BANDUNG	NEW_MOB	PDAM KOTA BANDUNG	PAYMENT			
PAYMENT_ZIS	INFAQ_PKPU	NEW_MOB	INFAQ - PKPU	PAYMENT			
TRANSFER_KLIRING	BANK SBI	NEW_MOB	?	?			
PAYMENT_PEMBELIAN_VOUCHER_TV	ORANGETV	NEW_MOB	ORANGETV	PAYMENT			
TRANSFER_KLIRING	BANK ACEH SYARIAH	NEW_MOB	BANK ACEH SYARIAH	TRANSFER			
TRANSFER_ANTAR_BANK	BPD KALIMANTAN SELATAN SYARIAH	NEW_MOB	BANK KALSEL UNIT SYARIAH	TRANSFER			
TRANSFER_KLIRING	PERMATA BANK SYARIAH	NEW_MOB	BANK PERMATA UNIT SYARIAH	TRANSFER			
TRANSFER_KLIRING	BANK SUMSELBABEL	NEW_MOB	BANK SUMSEL BABEL	TRANSFER			
INQUIRY_TIKET_PENERBANGAN	LIONAIR	NEW_MOB	LION AIR	INQUIRY			
TRANSFER_ANTAR_BANK	BANK LAMPUNG	NEW_MOB	BANK LAMPUNG	TRANSFER			
INQUIRY_PASKA_BAYAR_TELEPON	XPLOR	NEW_MOB	XL POSTPAID	INQUIRY			
PAYMENT_ZIS	INFAQ_BAMUIS	NEW_MOB	INFAQ - BAMUIS	PAYMENT			
INQUIRY_SMS_NOTIFICATION	?	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK HARDA	NEW_MOB	?	?			
PAYMENT_PASKA_BAYAR_TELEPON	INDOSAT_POSTPAID	NEW_MOB	INDOSAT POSTPAID	PAYMENT			
TRANSFER_ANTAR_BANK	BANK MEGA SYARIAH	NEW_MOB	BANK MEGA SYARIAH	TRANSFER			
INQUIRY_PEMBAYARAN_PAJAK_DAERAH	BPHTB_BANYUASIN	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	BPD KALIMANTAN SELATAN	NEW_MOB	BANK KALSEL	TRANSFER			
GET_TENOR_MYCARD	?	NEW_MOB	?	?			
PAYMENT_TRANSFER_ANTARBANK_BI_FAST	?	NEW_MOB	?	?			
TRANSFER_KLIRING	BANK PANIN DUBAI SYARIAH	NEW_MOB	BANK PANIN DUBAI SYARIAH	TRANSFER			
INQUIRY_CENTRAL_ASIA_RAYA	CAR_OTHER	NEW_MOB	?	?			
PAYMENT_TRANSFER_PEMBAYARAN_VA	LION_AIR	NEW_MOB	LION_AIR_VA	PAYMENT			
PAYMENT_KARTU_KREDIT_ANTAR_BANK	PANIN	NEW_MOB	PANIN	PAYMENT			
TRANSFER_ANTAR_BANK	BANK JAMBI	NEW_MOB	BANK JAMBI	TRANSFER			
TRANSFER_ANTAR_BANK	Bank China Construction Bank Indonesia	NEW_MOB	BANK CHINA CONSTRUCTION BANK INDONESIA	TRANSFER			
INQUIRY_PEMBAYARAN_TPKKOJA	TPK_KOJA	NEW_MOB	TPK_KOJA	INQUIRY			
INQUIRY_KARTU_KREDIT_ANTAR_BANK	SCB	NEW_MOB	STANDARD CHARTERED	INQUIRY			
INQUIRY_TRANSFER_PROXY_BIFAST	?	NEW_MOB	?	?			
TRANSFER_ANTAR_BANK	NOBU NATIONAL BANK	NEW_MOB	NOBU NATIONAL BANK	TRANSFER			
TRANSFER_KLIRING	BANK DKI	NEW_MOB	BANK DKI	TRANSFER			
INQUIRY_TRANSFER_ANTAR_BANK	?	NEW_MOB	?	?			
QR_REFUND	?	NEW_MOB	?	?			
